MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,SaleType,SaleCondition,SalePrice,HouseAge
20,RL,70.0,10500,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,LwQ,864,GasA,Gd,Y,SBrkr,864,0,0,1,0,2,1,TA,Typ,0,,Detchd,Unf,2,TA,TA,Y,216,0,0,0,0,0,,,,0,3,WD,Abnorml,97000,38
20,RL,103.0,13472,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,922.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,2392,GasA,Ex,Y,SBrkr,2392,0,0,2,0,3,1,Ex,Typ,1,Ex,Attchd,Fin,3,TA,TA,Y,248,105,0,0,0,0,,,,0,6,WD,Normal,386250,6
160,RM,21.0,1680,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,5,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,142.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,630,GasA,TA,Y,SBrkr,1302,0,0,2,1,3,1,TA,Typ,0,,Detchd,Unf,1,TA,TA,Y,0,0,0,0,0,0,,,,0,5,COD,Abnorml,112000,38
60,RL,82.0,9950,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,290.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1203,GasA,Ex,Y,SBrkr,2520,0,0,2,1,4,1,Gd,Typ,1,TA,Attchd,RFn,3,TA,TA,Y,224,114,0,0,0,0,,,,0,6,WD,Abnorml,290000,12
160,RM,21.0,1869,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,6,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,127.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,483,GasA,TA,Y,SBrkr,987,0,0,1,1,2,1,TA,Typ,0,,Detchd,Unf,1,TA,TA,Y,0,0,0,0,0,0,,,,0,9,WD,Normal,106000,38
20,RL,70.0,8521,Pave,,Reg,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1967,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,912,GasA,TA,Y,SBrkr,912,0,0,1,0,3,1,TA,Typ,1,Fa,Detchd,Unf,1,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,5,WD,Normal,125000,43
120,RL,43.0,3182,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1373,GasA,Ex,Y,SBrkr,1555,0,0,2,0,2,1,Gd,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,143,20,0,0,0,0,,,,0,5,WD,Normal,192500,4
20,RL,73.0,8760,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,Hip,CompShg,MetalSd,MetalSd,BrkFace,220.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1194,GasA,TA,Y,SBrkr,1194,1,0,1,0,3,1,TA,Typ,0,,Attchd,RFn,1,TA,TA,Y,0,0,120,0,0,0,,,,0,4,WD,Normal,148000,51
60,RL,174.0,15138,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,506.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1462,GasA,Ex,Y,SBrkr,2794,1,0,2,1,4,1,Ex,Typ,1,TA,Attchd,Fin,3,TA,TA,Y,0,146,202,0,0,0,,,,0,7,WD,Normal,403000,14
160,RM,21.0,1680,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,297.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,483,GasA,TA,Y,SBrkr,987,0,0,1,1,2,1,TA,Typ,1,Po,Attchd,Unf,1,TA,TA,Y,0,0,0,0,0,0,,,,0,6,WD,Normal,94500,34
20,RL,75.0,10650,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1976,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,Gd,Av,LwQ,ALQ,894,GasA,TA,Y,SBrkr,894,1,0,1,0,3,1,TA,Typ,0,,Attchd,Unf,1,TA,TA,Y,365,0,0,0,0,0,,MnPrv,,0,2,WD,Normal,128200,34
60,RL,,7851,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,Gable,CompShg,VinylSd,VinylSd,,,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,860,GasA,Ex,Y,SBrkr,1960,1,0,2,1,4,1,Gd,Typ,2,TA,BuiltIn,Fin,2,TA,TA,Y,288,48,0,0,0,0,,,,0,5,WD,Normal,216500,8
160,RM,21.0,1680,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,6,3,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,604.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,483,GasA,TA,Y,SBrkr,987,0,0,1,1,2,1,TA,Typ,0,,Detchd,Unf,1,TA,TA,Y,0,0,0,0,0,0,,,,0,8,WD,Normal,89500,37
20,RL,65.0,8773,Pave,,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,98.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1414,GasA,Ex,Y,SBrkr,1414,0,0,2,0,3,1,Gd,Typ,0,,Attchd,RFn,2,TA,TA,Y,132,105,0,0,0,0,,,,0,5,WD,Normal,185500,6
60,RL,,9453,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,7,7,2003,Gable,CompShg,HdBoard,HdBoard,,0.0,Gd,TA,PConc,Gd,TA,No,BLQ,Unf,996,GasA,Ex,Y,SBrkr,1744,0,0,2,1,3,1,Gd,Typ,0,,Attchd,RFn,2,TA,TA,Y,370,70,0,238,0,0,,,,0,2,WD,Normal,194500,17
20,RL,93.0,12030,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,254.0,Ex,TA,PConc,Ex,TA,No,Unf,Unf,1694,GasA,Ex,Y,SBrkr,1694,0,0,2,0,3,1,Gd,Typ,0,,Attchd,Fin,3,TA,TA,Y,168,228,0,0,0,0,,,,0,12,New,Partial,318000,0
50,RL,52.0,8741,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,1950,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,TA,Fa,No,LwQ,Unf,735,GasA,TA,Y,FuseA,1487,0,0,1,1,3,1,TA,Typ,1,Gd,Detchd,Unf,1,TA,TA,Y,0,140,0,0,0,0,,MnPrv,,0,4,WD,Normal,113000,65
20,FV,75.0,9000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,Gable,CompShg,VinylSd,VinylSd,Stone,36.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1566,GasA,Ex,Y,SBrkr,1566,1,0,2,0,3,1,Gd,Typ,0,,Attchd,RFn,2,TA,TA,Y,144,168,0,0,0,0,,,,0,4,WD,Normal,262500,2
30,RM,40.0,3880,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,9,1997,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,686,GasA,Gd,Y,SBrkr,866,0,0,1,0,2,1,Gd,Typ,0,,,,0,,,Y,58,42,0,0,0,0,,,,0,8,WD,Normal,110500,62
50,RM,63.0,5000,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,4,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,540,GasA,Gd,N,FuseA,1440,0,0,1,0,3,1,TA,Typ,0,,Attchd,Unf,1,Fa,TA,Y,0,0,77,0,0,0,,,,0,4,WD,Normal,79000,106
160,RL,75.0,10762,Pave,,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,TwnhsE,2Story,6,6,1980,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,CBlock,Gd,TA,No,Unf,Unf,626,GasA,TA,Y,SBrkr,1217,0,0,1,1,3,1,TA,Typ,1,TA,Attchd,RFn,1,TA,TA,Y,0,28,0,0,0,0,,,,0,4,WD,Normal,120000,29
60,RL,,8880,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2002,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,948,GasA,Ex,Y,SBrkr,2110,1,0,2,1,3,1,Gd,Typ,2,Fa,Attchd,RFn,2,TA,TA,Y,0,130,0,0,0,0,,,,0,5,WD,Normal,205000,16
20,RL,80.0,10400,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1988,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,102.0,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,1845,GasA,Gd,Y,SBrkr,1872,0,1,2,0,3,1,TA,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,197,39,0,0,0,0,,,,0,6,WD,Normal,241500,18
190,RM,69.0,9142,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,6,8,1950,Gable,CompShg,AsbShng,AsbShng,,0.0,TA,Fa,Stone,Fa,TA,No,Unf,Unf,1020,GasA,Gd,N,FuseP,1928,0,0,2,0,4,2,Fa,Typ,0,,Detchd,Unf,1,Po,Po,Y,0,60,112,0,0,0,,,,0,4,WD,Normal,137000,96
20,RL,75.0,11310,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1954,Hip,CompShg,Wd Sdng,BrkFace,,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1367,GasA,Ex,Y,SBrkr,1375,0,0,1,0,2,1,TA,Typ,1,TA,Attchd,Unf,2,TA,TA,Y,0,30,0,0,0,0,,,,0,6,WD,Normal,140000,52
60,RL,72.0,11317,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,101.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,840,GasA,Ex,Y,SBrkr,1668,0,0,2,1,3,1,Gd,Typ,0,,Attchd,RFn,2,TA,TA,Y,144,68,0,0,0,0,,,,0,9,WD,Normal,180000,4
50,RL,,159000,Pave,,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1.5Fin,6,7,2006,Gable,CompShg,Wd Sdng,HdBoard,BrkCmn,472.0,Gd,TA,CBlock,Gd,TA,Gd,Rec,Unf,1444,GasA,Gd,Y,SBrkr,2144,0,1,2,0,4,1,Gd,Typ,2,TA,Attchd,Fin,2,TA,TA,Y,0,98,0,0,0,0,,,Shed,500,6,WD,Normal,277000,49
30,RL,55.0,5350,Pave,,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,2,1966,Gable,CompShg,Wd Sdng,Plywood,,0.0,TA,Po,CBlock,TA,TA,No,Unf,Unf,728,GasA,Ex,Y,SBrkr,1306,0,0,1,0,3,1,Fa,Mod,0,,,,0,,,Y,263,0,0,0,0,0,,GdWo,Shed,450,5,WD,Normal,76500,70
120,RM,44.0,4750,Pave,,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2007,Hip,CompShg,VinylSd,VinylSd,Stone,481.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,1573,GasA,Ex,Y,SBrkr,1625,1,1,2,0,2,1,Gd,Typ,1,Gd,Attchd,Fin,2,TA,TA,Y,123,0,0,0,153,0,,,,0,12,WD,Family,235000,1
60,RL,65.0,8366,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,2004,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,798,GasA,Ex,Y,SBrkr,1640,0,0,2,1,3,1,Gd,Typ,0,,Attchd,RFn,2,TA,TA,Y,138,45,0,0,0,0,,,,0,12,WD,Normal,173000,4
80,RL,85.0,9350,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,7,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,108.0,TA,TA,CBlock,Gd,TA,Gd,LwQ,ALQ,1302,GasA,Ex,Y,SBrkr,1302,0,1,2,0,3,1,Gd,Min1,0,,Attchd,RFn,1,TA,TA,Y,333,0,0,0,0,0,,MnPrv,,0,10,CWD,Normal,158000,43
20,RL,70.0,8400,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,TA,TA,No,Rec,Unf,1314,GasA,TA,Y,SBrkr,1314,1,0,1,0,3,1,TA,Typ,0,,Attchd,RFn,1,TA,TA,Y,250,0,0,0,0,0,,,,0,6,WD,Normal,145000,53
60,RL,66.0,8738,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,302.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,975,GasA,Ex,Y,SBrkr,2291,0,0,2,1,4,1,Gd,Typ,1,TA,BuiltIn,Fin,2,TA,TA,Y,192,0,0,0,0,0,,,,0,2,WD,Normal,230000,7
60,FV,64.0,8791,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,6,5,2003,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Rec,Unf,864,GasA,Ex,Y,SBrkr,1728,0,0,2,1,3,1,Gd,Typ,0,,Attchd,RFn,2,TA,TA,Y,216,56,0,0,0,0,,,,0,5,WD,Normal,207500,5
20,RL,68.0,8814,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,Gable,CompShg,VinylSd,VinylSd,Stone,180.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1604,GasA,Ex,Y,SBrkr,1604,1,0,2,1,3,1,Gd,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,123,110,0,0,0,0,,,,0,3,WD,Abnorml,220000,3
60,RL,80.0,12435,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,172.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,963,GasA,Ex,Y,SBrkr,1792,0,0,2,1,3,1,Gd,Typ,1,TA,Attchd,RFn,2,TA,TA,Y,0,96,0,245,0,0,,,,0,5,WD,Normal,231500,7
20,RM,70.0,12702,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,1956,Gable,CompShg,BrkFace,BrkFace,,0.0,TA,TA,PConc,,,,,,0,GasA,Gd,Y,FuseA,882,0,0,1,0,2,1,TA,Typ,0,,Detchd,Unf,1,TA,TA,Y,0,45,0,0,0,0,,,,0,12,WD,Normal,97000,52
80,RL,120.0,19296,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,SLvl,6,5,1962,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,399.0,TA,TA,CBlock,TA,TA,Gd,Rec,ALQ,1362,GasA,TA,Y,SBrkr,1382,1,0,1,0,3,1,TA,Typ,1,TA,Attchd,Unf,2,TA,TA,Y,0,0,252,0,0,0,,GdWo,,0,5,WD,Normal,176000,47
60,RL,69.0,9588,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2007,Gable,CompShg,CemntBd,CmentBd,Stone,270.0,Gd,TA,PConc,Ex,TA,No,Unf,Unf,1482,GasA,Ex,Y,SBrkr,2574,0,0,2,1,3,1,Ex,Typ,1,Gd,BuiltIn,Fin,3,TA,TA,Y,0,148,0,0,0,0,,,,0,11,New,Partial,276000,0
80,RL,88.0,8471,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,7,1995,Gable,CompShg,HdBoard,Plywood,BrkFace,46.0,TA,TA,CBlock,Gd,Gd,Av,ALQ,Unf,506,GasA,TA,Y,SBrkr,1212,1,0,1,0,3,1,TA,Typ,1,TA,Attchd,Unf,2,TA,TA,Y,292,12,0,0,0,0,,GdWo,,0,7,WD,Normal,151000,29
50,RM,50.0,5500,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,2001,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,ALQ,926,GasA,TA,Y,SBrkr,1316,1,0,1,0,3,1,TA,Typ,0,,Detchd,Unf,2,TA,TA,Y,0,0,0,0,0,0,,,,0,4,WD,Normal,130000,81
30,RM,30.0,5232,Pave,Grvl,IR3,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,5,2004,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,680,GasA,Gd,N,FuseP,764,0,0,1,0,2,1,TA,Typ,0,,Detchd,Unf,2,TA,TA,N,0,0,0,0,0,0,,,,0,6,WD,Normal,73000,83
20,RL,78.0,12090,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1981,Gable,CompShg,MetalSd,MetalSd,BrkFace,210.0,TA,Gd,CBlock,Gd,TA,No,GLQ,LwQ,1422,GasA,TA,Y,SBrkr,1422,0,0,2,0,3,1,Gd,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,276,0,0,0,0,0,,GdPrv,,0,6,WD,Normal,175500,27
60,RL,70.0,11207,Pave,,IR1,HLS,AllPub,FR2,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,Unf,802,GasA,Gd,Y,SBrkr,1511,1,0,2,1,3,1,TA,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,95,75,0,0,0,0,,,,0,6,WD,Normal,185000,9
75,RL,60.0,8400,Pave,,Reg,Bnk,AllPub,Inside,Mod,SWISU,Norm,Norm,1Fam,2.5Fin,5,8,1997,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,PConc,TA,TA,No,LwQ,Unf,720,GasA,Ex,Y,SBrkr,2192,0,0,2,1,4,1,Gd,Typ,1,Gd,Detchd,Unf,1,TA,TA,Y,262,24,0,0,0,0,,,,0,7,WD,Normal,179500,69
30,RM,71.0,6900,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,6,1955,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Rec,740,GasA,Ex,Y,SBrkr,778,0,0,1,0,2,1,TA,Typ,1,Gd,Detchd,Fin,1,Ex,Ex,Y,0,25,0,0,0,0,,,,0,2,WD,Normal,120500,68
20,RL,,7917,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,1976,Hip,CompShg,HdBoard,HdBoard,BrkFace,174.0,TA,Gd,CBlock,TA,Gd,No,BLQ,Unf,1143,GasA,TA,Y,SBrkr,1113,1,0,1,1,3,1,TA,Typ,1,Fa,Attchd,RFn,1,TA,Gd,Y,370,30,0,0,0,0,,GdPrv,,0,5,WD,Normal,148000,31
60,FV,84.0,10728,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,1095,GasA,Gd,Y,SBrkr,1939,0,0,2,1,3,1,Gd,Typ,1,Gd,Attchd,RFn,3,TA,TA,Y,192,51,0,0,0,0,,,,0,8,New,Partial,266000,0
20,RL,73.0,39104,Pave,,IR1,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,7,2005,Flat,Membran,Plywood,Plywood,,0.0,TA,TA,CBlock,Gd,TA,Gd,LwQ,GLQ,1385,GasA,Ex,Y,SBrkr,1363,1,0,1,0,2,1,TA,Mod,2,TA,Attchd,Unf,2,TA,TA,Y,81,0,0,0,0,0,,,,0,4,WD,Normal,241500,54
60,RL,92.0,11764,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,348.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1152,GasA,Ex,Y,SBrkr,2270,0,0,2,1,4,1,Gd,Typ,1,Gd,Attchd,Fin,3,TA,TA,Y,132,57,0,0,0,0,,,,0,4,WD,Normal,290000,11
20,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,1988,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,183.0,TA,TA,CBlock,TA,TA,No,Rec,LwQ,1240,GasA,Gd,Y,SBrkr,1632,1,0,2,0,3,1,TA,Min1,1,Gd,Attchd,RFn,1,TA,TA,Y,289,0,0,0,0,0,,MnPrv,,0,4,WD,Normal,139000,51
20,RL,76.0,8314,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1982,Gable,CompShg,HdBoard,ImStucc,,0.0,TA,TA,CBlock,TA,TA,Gd,ALQ,Unf,816,GasA,TA,Y,SBrkr,816,0,0,1,0,2,1,TA,Typ,0,,Attchd,Unf,1,TA,TA,Y,168,0,0,0,0,0,,,,0,6,WD,Normal,124500,25
50,RL,55.0,7264,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,7,2007,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,Gd,Gd,BrkTil,TA,TA,No,Unf,Unf,952,GasW,Gd,N,SBrkr,1548,0,0,2,1,3,1,Ex,Typ,0,,Detchd,Unf,2,TA,TA,Y,74,0,0,0,144,0,,,,0,10,WD,Normal,205000,84
20,RL,129.0,9196,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,2003,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Ex,TA,No,Unf,Unf,1560,GasA,Ex,Y,SBrkr,1560,0,0,2,0,3,1,Gd,Typ,0,,Attchd,Fin,2,TA,TA,Y,100,150,0,0,0,0,,,,0,4,WD,Normal,201000,7
20,RL,140.0,19138,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,4,5,1951,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,864,GasA,Ex,Y,SBrkr,864,0,0,1,0,2,1,TA,Typ,0,,Detchd,Unf,2,TA,TA,Y,0,0,0,0,0,0,,,,0,6,WD,Normal,141000,59
20,RL,107.0,14450,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2007,Gable,CompShg,CemntBd,CmentBd,BrkFace,315.0,Ex,TA,PConc,Ex,TA,Gd,Unf,Unf,2121,GasA,Ex,Y,SBrkr,2121,0,0,2,1,3,1,Ex,Typ,1,Ex,Attchd,Fin,3,TA,TA,Y,124,98,0,0,142,0,,,,0,5,New,Partial,415298,1
60,RL,83.0,10005,Pave,,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,7,5,1977,Hip,CompShg,Plywood,Plywood,BrkFace,299.0,TA,TA,CBlock,Gd,TA,No,BLQ,Unf,1160,GasA,Ex,Y,SBrkr,2022,0,0,2,1,4,1,TA,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,288,117,0,0,0,0,,,,0,3,WD,Normal,192000,31
60,RL,82.0,11287,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,6,1989,Gable,CompShg,Plywood,Plywood,BrkFace,340.0,Gd,TA,CBlock,Gd,TA,Av,GLQ,Unf,807,GasA,Gd,Y,SBrkr,1982,0,0,2,1,3,1,Gd,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,0,84,0,196,0,0,,,,0,1,WD,Normal,228500,18
20,FV,60.0,7200,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,2006,Gable,CompShg,VinylSd,VinylSd,Stone,68.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1262,GasA,Gd,Y,SBrkr,1262,0,0,2,0,2,1,Gd,Typ,0,,Attchd,Fin,2,TA,TA,Y,0,120,0,0,0,0,,,,0,5,New,Partial,185000,0
120,RL,34.0,5063,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,7,5,2008,Gable,CompShg,VinylSd,VinylSd,Stone,166.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1314,GasA,Ex,Y,SBrkr,1314,1,0,2,0,2,1,Gd,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,172,62,0,0,0,0,,,,0,4,ConLw,Normal,207500,2
